"Area"	"Width"	"Height"	"genotype"	"pbad24"	"pbad33"	"efp_species"
0.064	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.088	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.084	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.09	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.084	0.492	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.1	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.074	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.056	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.072	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.066	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.072	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.128	0.492	0.402	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.07	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.066	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.062	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.074	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.134	0.492	0.492	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.104	0.492	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.194	0.671	0.492	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.06	0.313	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.074	0.313	0.402	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.112	0.492	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.066	0.447	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.078	0.492	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.068	0.358	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.07	0.358	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.06	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.06	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.1	0.447	0.358	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.052	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.402	0.179	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.056	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.07	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.056	0.313	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.054	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.066	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.358	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.052	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.06	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.102	0.402	0.492	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.072	0.358	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.06	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.132	0.537	0.447	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.064	0.358	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.052	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.402	0.179	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.074	0.402	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.064	0.447	0.179	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.108	0.492	0.358	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.074	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.054	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.064	0.447	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.092	0.447	0.358	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.054	0.402	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.068	0.358	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.056	0.358	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.052	0.313	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.06	0.358	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.076	0.402	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.1	0.447	0.358	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.09	0.447	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.052	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.064	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.052	0.358	0.179	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.124	0.447	0.402	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.054	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.06	0.268	0.313	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.358	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.052	0.358	0.224	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.313	0.358	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.058	0.358	0.268	"deltaefpuup_heau24empty33"	"heau"	"empty"	"H. aurantiacus"
0.146	0.447	0.492	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.098	0.447	0.313	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.06	0.358	0.179	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.06	0.358	0.224	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.206	0.402	0.626	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.094	0.358	0.313	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.052	0.402	0.179	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.054	0.402	0.179	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.068	0.358	0.268	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.052	0.358	0.179	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.126	0.581	0.313	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.052	0.268	0.268	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.068	0.313	0.313	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.06	0.313	0.268	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.052	0.313	0.313	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.058	0.402	0.224	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.07	0.268	0.358	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.056	0.313	0.224	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.056	0.402	0.179	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.056	0.268	0.268	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.066	0.402	0.268	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.144	0.492	0.402	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.066	0.358	0.268	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.052	0.313	0.268	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.084	0.268	0.447	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.058	0.358	0.268	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.064	0.224	0.358	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.176	0.492	0.447	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.07	0.358	0.358	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.154	0.537	0.402	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.072	0.179	0.447	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.092	0.402	0.358	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.126	0.447	0.358	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.114	0.492	0.402	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.056	0.268	0.313	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.156	0.581	0.447	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.086	0.402	0.313	"deltaefpuup_mepr24earp33"	"mepr"	"earp"	"M. prima"
0.702	1.028	0.85	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.642	1.341	1.52	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.61	2.146	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.176	0.715	0.447	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.612	1.386	1.476	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.554	1.386	1.476	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.66	1.073	0.984	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.934	1.252	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.186	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.618	1.61	1.52	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.072	1.297	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.302	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.236	1.252	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.272	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.596	0.984	0.85	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.632	1.252	1.699	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.424	0.894	0.76	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.604	1.386	1.476	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
2.255	1.878	1.789	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.656	1.028	0.939	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.562	0.984	0.805	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.234	1.252	1.386	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.912	1.118	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.41	1.476	1.386	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.39	1.431	1.341	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.068	1.341	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.33	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.204	1.341	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.268	1.341	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.3	1.386	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.262	1.341	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.712	1.118	0.894	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.96	1.297	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.174	1.341	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.218	1.341	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.572	1.565	1.431	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.164	1.386	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.894	1.207	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.63	1.61	1.52	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.648	1.073	0.939	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.496	1.476	1.386	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.294	1.431	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.8	1.118	1.028	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.75	1.163	0.984	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.098	1.252	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.608	1.118	0.85	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.5	0.984	0.76	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.296	1.341	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.734	1.073	0.939	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.256	0.671	0.581	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.334	0.85	0.626	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.534	0.581	1.386	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.326	1.386	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.65	1.61	1.386	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.668	1.073	0.939	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.422	0.894	0.715	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.468	0.894	0.805	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.316	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.046	1.297	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.002	1.297	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.57	1.028	0.76	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.752	1.118	0.939	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.096	1.341	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.318	0.76	0.626	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.302	0.76	0.626	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.14	1.386	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.278	1.431	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.038	1.297	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.132	1.297	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.148	1.341	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.21	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.916	1.252	1.073	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.118	1.297	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.238	1.341	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.626	1.118	0.894	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.496	0.939	0.85	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.052	1.252	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.904	1.073	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.088	1.297	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.984	1.252	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.28	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.286	0.715	0.715	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.356	0.85	0.671	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.028	1.297	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.362	1.341	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.144	1.386	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.854	1.118	1.028	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.268	0.715	0.581	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.002	1.252	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.144	1.386	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.968	1.252	1.073	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.61	1.073	0.85	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.226	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.398	1.476	1.386	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.006	1.207	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.988	1.341	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.872	1.252	1.028	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.528	0.939	0.894	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.138	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.422	1.431	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.07	1.341	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.156	1.386	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.896	1.207	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.07	1.341	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.15	1.297	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.028	1.386	1.163	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.172	1.386	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.096	1.297	1.207	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.32	1.52	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.344	1.431	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.158	1.297	1.297	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.2	1.386	1.252	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.402	1.476	1.341	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
1.056	1.386	1.118	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.164	0.313	0.805	"deltaefpuup_nico24earp33"	"nico"	"earp"	"N. communis"
0.962	1.073	1.118	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.026	1.163	1.207	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.566	0.85	0.939	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.604	0.984	0.939	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.188	1.431	1.163	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.508	1.52	1.431	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.964	1.341	1.118	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.062	1.341	1.163	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.138	1.386	1.207	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.508	1.028	0.805	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.96	1.341	1.118	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.02	1.297	1.163	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.076	1.386	1.118	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.924	1.341	1.073	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.4	0.76	0.671	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.542	1.073	0.805	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.364	1.476	1.297	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.198	1.431	1.297	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.452	0.894	0.76	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.888	1.163	1.028	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.86	1.252	0.984	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.634	1.028	0.939	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.164	0.537	0.447	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.676	1.118	0.894	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.746	1.163	0.984	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.816	1.207	0.984	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.058	1.297	1.073	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.782	1.118	0.984	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.258	0.626	0.626	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.328	0.805	0.626	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.018	1.297	1.118	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.016	1.207	1.207	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.604	0.984	0.894	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.864	1.207	1.028	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.036	1.297	1.118	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.75	0.894	1.118	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.374	0.715	0.76	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.16	0.358	0.626	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.724	1.073	0.939	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.886	1.297	0.984	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.79	1.073	1.028	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.768	0.984	1.163	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.818	1.207	1.073	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.482	0.894	0.805	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.198	0.358	0.805	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.514	0.984	0.805	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.078	1.297	1.163	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.29	0.715	0.671	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.864	1.163	1.118	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.218	0.581	0.537	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.772	1.207	0.984	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.628	0.984	0.939	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.81	1.073	1.073	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.856	1.252	1.073	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.536	0.894	0.85	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.106	0.537	0.358	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.18	0.447	0.581	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.618	0.939	0.939	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.672	0.984	0.939	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.35	0.626	0.715	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.622	0.939	0.894	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.538	0.85	0.805	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.83	1.207	1.028	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
0.736	1.028	0.984	"deltaefpuup_nico24empty33"	"nico"	"empty"	"N. communis"
1.546	1.476	1.341	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.562	1.52	1.52	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.432	1.341	1.431	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
1.862	1.431	1.565	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
0.538	1.163	0.85	"deltaefpuup_ppu24earp33"	"ppu"	"earp"	"P. putida"
